date,network,daypart,viewers
201512,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1390
201512,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1271
201512,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",305
201512,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",676
201512,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",378
201512,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",699
201512,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",895
201512,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",209
201512,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",465
201512,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",202
201512,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",412
201512,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",426
201512,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",136
201512,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",291
201512,A,"M,T,W,R,F 6:00 AM - 10:00 AM",96
201512,B,"M,T,W,R,F 6:00 AM - 10:00 AM",141
201512,C,"M,T,W,R,F 6:00 AM - 10:00 AM",233
201512,D,"M,T,W,R,F 6:00 AM - 10:00 AM",134
201512,E,"M,T,W,R,F 6:00 AM - 10:00 AM",132
201512,A,"M,T,W,R,F 10:00 AM - 1:00 PM",119
201512,B,"M,T,W,R,F 10:00 AM - 1:00 PM",296
201512,C,"M,T,W,R,F 10:00 AM - 1:00 PM",471
201512,D,"M,T,W,R,F 10:00 AM - 1:00 PM",151
201512,E,"M,T,W,R,F 10:00 AM - 1:00 PM",255
201512,A,"M,T,W,R,F 4:00 PM - 6:00 PM",171
201512,B,"M,T,W,R,F 4:00 PM - 6:00 PM",534
201512,C,"M,T,W,R,F 4:00 PM - 6:00 PM",685
201512,D,"M,T,W,R,F 4:00 PM - 6:00 PM",94
201512,E,"M,T,W,R,F 4:00 PM - 6:00 PM",331
201512,A,"M,T,W,R,F 6:00 PM - 8:00 PM",233
201512,B,"M,T,W,R,F 6:00 PM - 8:00 PM",770
201512,C,"M,T,W,R,F 6:00 PM - 8:00 PM",808
201512,D,"M,T,W,R,F 6:00 PM - 8:00 PM",129
201512,E,"M,T,W,R,F 6:00 PM - 8:00 PM",346
201512,A,"S,Su 6:00 AM - 8:00 AM",85
201512,B,"S,Su 6:00 AM - 8:00 AM",0
201512,C,"S,Su 6:00 AM - 8:00 AM",271
201512,D,"S,Su 6:00 AM - 8:00 AM",139
201512,E,"S,Su 6:00 AM - 8:00 AM",0
201512,A,"S,Su 8:00 AM - 1:00 PM",147
201512,B,"S,Su 8:00 AM - 1:00 PM",492
201512,C,"S,Su 8:00 AM - 1:00 PM",920
201512,D,"S,Su 8:00 AM - 1:00 PM",116
201512,E,"S,Su 8:00 AM - 1:00 PM",327
201512,A,"S,Su 1:00 PM - 8:00 PM",299
201512,B,"S,Su 1:00 PM - 8:00 PM",758
201512,C,"S,Su 1:00 PM - 8:00 PM",1097
201512,D,"S,Su 1:00 PM - 8:00 PM",159
201512,E,"S,Su 1:00 PM - 8:00 PM",467
201512,A,"M,T,W,R,F 1:00 PM - 4:00 PM",150
201512,B,"M,T,W,R,F 1:00 PM - 4:00 PM",427
201512,C,"M,T,W,R,F 1:00 PM - 4:00 PM",638
201512,D,"M,T,W,R,F 1:00 PM - 4:00 PM",118
201512,E,"M,T,W,R,F 1:00 PM - 4:00 PM",352
201601,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",612
201601,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1377
201601,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1584
201601,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",435
201601,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",830
201601,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",397
201601,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",619
201601,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",1021
201601,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",261
201601,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",521
201601,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",225
201601,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",356
201601,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",504
201601,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",166
201601,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",313
201601,A,"M,T,W,R,F 6:00 AM - 10:00 AM",98
201601,B,"M,T,W,R,F 6:00 AM - 10:00 AM",143
201601,C,"M,T,W,R,F 6:00 AM - 10:00 AM",255
201601,D,"M,T,W,R,F 6:00 AM - 10:00 AM",156
201601,E,"M,T,W,R,F 6:00 AM - 10:00 AM",152
201601,A,"M,T,W,R,F 10:00 AM - 1:00 PM",128
201601,B,"M,T,W,R,F 10:00 AM - 1:00 PM",317
201601,C,"M,T,W,R,F 10:00 AM - 1:00 PM",585
201601,D,"M,T,W,R,F 10:00 AM - 1:00 PM",183
201601,E,"M,T,W,R,F 10:00 AM - 1:00 PM",282
201601,A,"M,T,W,R,F 4:00 PM - 6:00 PM",176
201601,B,"M,T,W,R,F 4:00 PM - 6:00 PM",540
201601,C,"M,T,W,R,F 4:00 PM - 6:00 PM",856
201601,D,"M,T,W,R,F 4:00 PM - 6:00 PM",125
201601,E,"M,T,W,R,F 4:00 PM - 6:00 PM",392
201601,A,"M,T,W,R,F 6:00 PM - 8:00 PM",250
201601,B,"M,T,W,R,F 6:00 PM - 8:00 PM",754
201601,C,"M,T,W,R,F 6:00 PM - 8:00 PM",1043
201601,D,"M,T,W,R,F 6:00 PM - 8:00 PM",187
201601,E,"M,T,W,R,F 6:00 PM - 8:00 PM",445
201601,A,"S,Su 6:00 AM - 8:00 AM",91
201601,B,"S,Su 6:00 AM - 8:00 AM",0
201601,C,"S,Su 6:00 AM - 8:00 AM",284
201601,D,"S,Su 6:00 AM - 8:00 AM",184
201601,E,"S,Su 6:00 AM - 8:00 AM",0
201601,A,"S,Su 8:00 AM - 1:00 PM",196
201601,B,"S,Su 8:00 AM - 1:00 PM",477
201601,C,"S,Su 8:00 AM - 1:00 PM",1244
201601,D,"S,Su 8:00 AM - 1:00 PM",156
201601,E,"S,Su 8:00 AM - 1:00 PM",423
201601,A,"S,Su 1:00 PM - 8:00 PM",329
201601,B,"S,Su 1:00 PM - 8:00 PM",728
201601,C,"S,Su 1:00 PM - 8:00 PM",1515
201601,D,"S,Su 1:00 PM - 8:00 PM",200
201601,E,"S,Su 1:00 PM - 8:00 PM",630
201601,A,"M,T,W,R,F 1:00 PM - 4:00 PM",157
201601,B,"M,T,W,R,F 1:00 PM - 4:00 PM",443
201601,C,"M,T,W,R,F 1:00 PM - 4:00 PM",788
201601,D,"M,T,W,R,F 1:00 PM - 4:00 PM",145
201601,E,"M,T,W,R,F 1:00 PM - 4:00 PM",367
201602,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",524
201602,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1140
201602,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1548
201602,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",440
201602,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",784
201602,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",333
201602,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",552
201602,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",981
201602,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",272
201602,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",479
201602,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",191
201602,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",312
201602,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",482
201602,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",175
201602,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",283
201602,A,"M,T,W,R,F 6:00 AM - 10:00 AM",93
201602,B,"M,T,W,R,F 6:00 AM - 10:00 AM",128
201602,C,"M,T,W,R,F 6:00 AM - 10:00 AM",262
201602,D,"M,T,W,R,F 6:00 AM - 10:00 AM",172
201602,E,"M,T,W,R,F 6:00 AM - 10:00 AM",140
201602,A,"M,T,W,R,F 10:00 AM - 1:00 PM",123
201602,B,"M,T,W,R,F 10:00 AM - 1:00 PM",242
201602,C,"M,T,W,R,F 10:00 AM - 1:00 PM",503
201602,D,"M,T,W,R,F 10:00 AM - 1:00 PM",205
201602,E,"M,T,W,R,F 10:00 AM - 1:00 PM",253
201602,A,"M,T,W,R,F 1:00 PM - 4:00 PM",161
201602,B,"M,T,W,R,F 1:00 PM - 4:00 PM",361
201602,C,"M,T,W,R,F 1:00 PM - 4:00 PM",718
201602,D,"M,T,W,R,F 1:00 PM - 4:00 PM",158
201602,E,"M,T,W,R,F 1:00 PM - 4:00 PM",362
201602,A,"M,T,W,R,F 4:00 PM - 6:00 PM",181
201602,B,"M,T,W,R,F 4:00 PM - 6:00 PM",425
201602,C,"M,T,W,R,F 4:00 PM - 6:00 PM",810
201602,D,"M,T,W,R,F 4:00 PM - 6:00 PM",119
201602,E,"M,T,W,R,F 4:00 PM - 6:00 PM",363
201602,A,"M,T,W,R,F 6:00 PM - 8:00 PM",240
201602,B,"M,T,W,R,F 6:00 PM - 8:00 PM",624
201602,C,"M,T,W,R,F 6:00 PM - 8:00 PM",1031
201602,D,"M,T,W,R,F 6:00 PM - 8:00 PM",167
201602,E,"M,T,W,R,F 6:00 PM - 8:00 PM",432
201602,A,"S,Su 6:00 AM - 8:00 AM",95
201602,B,"S,Su 6:00 AM - 8:00 AM",0
201602,C,"S,Su 6:00 AM - 8:00 AM",357
201602,D,"S,Su 6:00 AM - 8:00 AM",198
201602,E,"S,Su 6:00 AM - 8:00 AM",0
201602,A,"S,Su 8:00 AM - 1:00 PM",178
201602,B,"S,Su 8:00 AM - 1:00 PM",422
201602,C,"S,Su 8:00 AM - 1:00 PM",1285
201602,D,"S,Su 8:00 AM - 1:00 PM",153
201602,E,"S,Su 8:00 AM - 1:00 PM",307
201602,A,"S,Su 1:00 PM - 8:00 PM",267
201602,B,"S,Su 1:00 PM - 8:00 PM",648
201602,C,"S,Su 1:00 PM - 8:00 PM",1555
201602,D,"S,Su 1:00 PM - 8:00 PM",177
201602,E,"S,Su 1:00 PM - 8:00 PM",566
201603,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",573
201603,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1042
201603,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1599
201603,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",427
201603,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",801
201603,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",358
201603,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",573
201603,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",1032
201603,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",272
201603,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",489
201603,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",192
201603,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",325
201603,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",505
201603,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",184
201603,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",263
201603,A,"M,T,W,R,F 6:00 AM - 10:00 AM",93
201603,B,"M,T,W,R,F 6:00 AM - 10:00 AM",107
201603,C,"M,T,W,R,F 6:00 AM - 10:00 AM",250
201603,D,"M,T,W,R,F 6:00 AM - 10:00 AM",161
201603,E,"M,T,W,R,F 6:00 AM - 10:00 AM",125
201603,A,"M,T,W,R,F 10:00 AM - 1:00 PM",121
201603,B,"M,T,W,R,F 10:00 AM - 1:00 PM",234
201603,C,"M,T,W,R,F 10:00 AM - 1:00 PM",495
201603,D,"M,T,W,R,F 10:00 AM - 1:00 PM",182
201603,E,"M,T,W,R,F 10:00 AM - 1:00 PM",234
201603,A,"M,T,W,R,F 1:00 PM - 4:00 PM",149
201603,B,"M,T,W,R,F 1:00 PM - 4:00 PM",333
201603,C,"M,T,W,R,F 1:00 PM - 4:00 PM",701
201603,D,"M,T,W,R,F 1:00 PM - 4:00 PM",146
201603,E,"M,T,W,R,F 1:00 PM - 4:00 PM",347
201603,A,"M,T,W,R,F 4:00 PM - 6:00 PM",174
201603,B,"M,T,W,R,F 4:00 PM - 6:00 PM",377
201603,C,"M,T,W,R,F 4:00 PM - 6:00 PM",800
201603,D,"M,T,W,R,F 4:00 PM - 6:00 PM",110
201603,E,"M,T,W,R,F 4:00 PM - 6:00 PM",353
201603,A,"M,T,W,R,F 6:00 PM - 8:00 PM",228
201603,B,"M,T,W,R,F 6:00 PM - 8:00 PM",522
201603,C,"M,T,W,R,F 6:00 PM - 8:00 PM",991
201603,D,"M,T,W,R,F 6:00 PM - 8:00 PM",162
201603,E,"M,T,W,R,F 6:00 PM - 8:00 PM",394
201603,A,"S,Su 6:00 AM - 8:00 AM",105
201603,B,"S,Su 6:00 AM - 8:00 AM",0
201603,C,"S,Su 6:00 AM - 8:00 AM",306
201603,D,"S,Su 6:00 AM - 8:00 AM",166
201603,E,"S,Su 6:00 AM - 8:00 AM",0
201603,A,"S,Su 8:00 AM - 1:00 PM",194
201603,B,"S,Su 8:00 AM - 1:00 PM",416
201603,C,"S,Su 8:00 AM - 1:00 PM",1212
201603,D,"S,Su 8:00 AM - 1:00 PM",147
201603,E,"S,Su 8:00 AM - 1:00 PM",330
201603,A,"S,Su 1:00 PM - 8:00 PM",332
201603,B,"S,Su 1:00 PM - 8:00 PM",662
201603,C,"S,Su 1:00 PM - 8:00 PM",1563
201603,D,"S,Su 1:00 PM - 8:00 PM",161
201603,E,"S,Su 1:00 PM - 8:00 PM",537
201604,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",555
201604,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1008
201604,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1452
201604,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",414
201604,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",722
201604,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",365
201604,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",586
201604,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",1003
201604,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",289
201604,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",450
201604,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",204
201604,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",341
201604,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",489
201604,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",197
201604,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",250
201604,A,"M,T,W,R,F 6:00 AM - 10:00 AM",96
201604,B,"M,T,W,R,F 6:00 AM - 10:00 AM",114
201604,C,"M,T,W,R,F 6:00 AM - 10:00 AM",255
201604,D,"M,T,W,R,F 6:00 AM - 10:00 AM",167
201604,E,"M,T,W,R,F 6:00 AM - 10:00 AM",126
201604,A,"M,T,W,R,F 10:00 AM - 1:00 PM",130
201604,B,"M,T,W,R,F 10:00 AM - 1:00 PM",230
201604,C,"M,T,W,R,F 10:00 AM - 1:00 PM",504
201604,D,"M,T,W,R,F 10:00 AM - 1:00 PM",180
201604,E,"M,T,W,R,F 10:00 AM - 1:00 PM",214
201604,A,"M,T,W,R,F 1:00 PM - 4:00 PM",157
201604,B,"M,T,W,R,F 1:00 PM - 4:00 PM",326
201604,C,"M,T,W,R,F 1:00 PM - 4:00 PM",695
201604,D,"M,T,W,R,F 1:00 PM - 4:00 PM",135
201604,E,"M,T,W,R,F 1:00 PM - 4:00 PM",341
201604,A,"M,T,W,R,F 4:00 PM - 6:00 PM",182
201604,B,"M,T,W,R,F 4:00 PM - 6:00 PM",389
201604,C,"M,T,W,R,F 4:00 PM - 6:00 PM",794
201604,D,"M,T,W,R,F 4:00 PM - 6:00 PM",106
201604,E,"M,T,W,R,F 4:00 PM - 6:00 PM",354
201604,A,"M,T,W,R,F 6:00 PM - 8:00 PM",250
201604,B,"M,T,W,R,F 6:00 PM - 8:00 PM",527
201604,C,"M,T,W,R,F 6:00 PM - 8:00 PM",945
201604,D,"M,T,W,R,F 6:00 PM - 8:00 PM",154
201604,E,"M,T,W,R,F 6:00 PM - 8:00 PM",371
201604,A,"S,Su 6:00 AM - 8:00 AM",108
201604,B,"S,Su 6:00 AM - 8:00 AM",0
201604,C,"S,Su 6:00 AM - 8:00 AM",351
201604,D,"S,Su 6:00 AM - 8:00 AM",162
201604,E,"S,Su 6:00 AM - 8:00 AM",0
201604,A,"S,Su 8:00 AM - 1:00 PM",190
201604,B,"S,Su 8:00 AM - 1:00 PM",355
201604,C,"S,Su 8:00 AM - 1:00 PM",1107
201604,D,"S,Su 8:00 AM - 1:00 PM",157
201604,E,"S,Su 8:00 AM - 1:00 PM",310
201604,A,"S,Su 1:00 PM - 8:00 PM",276
201604,B,"S,Su 1:00 PM - 8:00 PM",583
201604,C,"S,Su 1:00 PM - 8:00 PM",1445
201604,D,"S,Su 1:00 PM - 8:00 PM",196
201604,E,"S,Su 1:00 PM - 8:00 PM",500
201605,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",474
201605,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1044
201605,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1325
201605,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",401
201605,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",719
201605,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",319
201605,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",594
201605,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",945
201605,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",278
201605,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",470
201605,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",173
201605,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",340
201605,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",461
201605,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",185
201605,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",272
201605,A,"M,T,W,R,F 6:00 AM - 10:00 AM",80
201605,B,"M,T,W,R,F 6:00 AM - 10:00 AM",108
201605,C,"M,T,W,R,F 6:00 AM - 10:00 AM",231
201605,D,"M,T,W,R,F 6:00 AM - 10:00 AM",156
201605,E,"M,T,W,R,F 6:00 AM - 10:00 AM",131
201605,A,"M,T,W,R,F 10:00 AM - 1:00 PM",102
201605,B,"M,T,W,R,F 10:00 AM - 1:00 PM",222
201605,C,"M,T,W,R,F 10:00 AM - 1:00 PM",443
201605,D,"M,T,W,R,F 10:00 AM - 1:00 PM",157
201605,E,"M,T,W,R,F 10:00 AM - 1:00 PM",198
201605,A,"M,T,W,R,F 1:00 PM - 4:00 PM",130
201605,B,"M,T,W,R,F 1:00 PM - 4:00 PM",322
201605,C,"M,T,W,R,F 1:00 PM - 4:00 PM",611
201605,D,"M,T,W,R,F 1:00 PM - 4:00 PM",128
201605,E,"M,T,W,R,F 1:00 PM - 4:00 PM",307
201605,A,"M,T,W,R,F 4:00 PM - 6:00 PM",156
201605,B,"M,T,W,R,F 4:00 PM - 6:00 PM",380
201605,C,"M,T,W,R,F 4:00 PM - 6:00 PM",699
201605,D,"M,T,W,R,F 4:00 PM - 6:00 PM",100
201605,E,"M,T,W,R,F 4:00 PM - 6:00 PM",306
201605,A,"M,T,W,R,F 6:00 PM - 8:00 PM",217
201605,B,"M,T,W,R,F 6:00 PM - 8:00 PM",485
201605,C,"M,T,W,R,F 6:00 PM - 8:00 PM",826
201605,D,"M,T,W,R,F 6:00 PM - 8:00 PM",150
201605,E,"M,T,W,R,F 6:00 PM - 8:00 PM",344
201605,A,"S,Su 6:00 AM - 8:00 AM",95
201605,B,"S,Su 6:00 AM - 8:00 AM",0
201605,C,"S,Su 6:00 AM - 8:00 AM",302
201605,D,"S,Su 6:00 AM - 8:00 AM",177
201605,E,"S,Su 6:00 AM - 8:00 AM",0
201605,A,"S,Su 8:00 AM - 1:00 PM",163
201605,B,"S,Su 8:00 AM - 1:00 PM",405
201605,C,"S,Su 8:00 AM - 1:00 PM",993
201605,D,"S,Su 8:00 AM - 1:00 PM",152
201605,E,"S,Su 8:00 AM - 1:00 PM",314
201605,A,"S,Su 1:00 PM - 8:00 PM",243
201605,B,"S,Su 1:00 PM - 8:00 PM",598
201605,C,"S,Su 1:00 PM - 8:00 PM",1274
201605,D,"S,Su 1:00 PM - 8:00 PM",186
201605,E,"S,Su 1:00 PM - 8:00 PM",453
201606,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",512
201606,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1122
201606,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1465
201606,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",454
201606,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",673
201606,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",341
201606,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",646
201606,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",995
201606,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",321
201606,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",421
201606,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",177
201606,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",366
201606,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",495
201606,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",215
201606,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",249
201606,A,"M,T,W,R,F 6:00 AM - 10:00 AM",85
201606,B,"M,T,W,R,F 6:00 AM - 10:00 AM",123
201606,C,"M,T,W,R,F 6:00 AM - 10:00 AM",263
201606,D,"M,T,W,R,F 6:00 AM - 10:00 AM",178
201606,E,"M,T,W,R,F 6:00 AM - 10:00 AM",125
201606,A,"M,T,W,R,F 10:00 AM - 1:00 PM",128
201606,B,"M,T,W,R,F 10:00 AM - 1:00 PM",252
201606,C,"M,T,W,R,F 10:00 AM - 1:00 PM",517
201606,D,"M,T,W,R,F 10:00 AM - 1:00 PM",187
201606,E,"M,T,W,R,F 10:00 AM - 1:00 PM",192
201606,A,"M,T,W,R,F 1:00 PM - 4:00 PM",162
201606,B,"M,T,W,R,F 1:00 PM - 4:00 PM",339
201606,C,"M,T,W,R,F 1:00 PM - 4:00 PM",697
201606,D,"M,T,W,R,F 1:00 PM - 4:00 PM",175
201606,E,"M,T,W,R,F 1:00 PM - 4:00 PM",289
201606,A,"M,T,W,R,F 4:00 PM - 6:00 PM",167
201606,B,"M,T,W,R,F 4:00 PM - 6:00 PM",404
201606,C,"M,T,W,R,F 4:00 PM - 6:00 PM",790
201606,D,"M,T,W,R,F 4:00 PM - 6:00 PM",153
201606,E,"M,T,W,R,F 4:00 PM - 6:00 PM",312
201606,A,"M,T,W,R,F 6:00 PM - 8:00 PM",223
201606,B,"M,T,W,R,F 6:00 PM - 8:00 PM",532
201606,C,"M,T,W,R,F 6:00 PM - 8:00 PM",872
201606,D,"M,T,W,R,F 6:00 PM - 8:00 PM",188
201606,E,"M,T,W,R,F 6:00 PM - 8:00 PM",367
201606,A,"S,Su 6:00 AM - 8:00 AM",90
201606,B,"S,Su 6:00 AM - 8:00 AM",0
201606,C,"S,Su 6:00 AM - 8:00 AM",325
201606,D,"S,Su 6:00 AM - 8:00 AM",188
201606,E,"S,Su 6:00 AM - 8:00 AM",0
201606,A,"S,Su 8:00 AM - 1:00 PM",171
201606,B,"S,Su 8:00 AM - 1:00 PM",395
201606,C,"S,Su 8:00 AM - 1:00 PM",1002
201606,D,"S,Su 8:00 AM - 1:00 PM",180
201606,E,"S,Su 8:00 AM - 1:00 PM",298
201606,A,"S,Su 1:00 PM - 8:00 PM",243
201606,B,"S,Su 1:00 PM - 8:00 PM",656
201606,C,"S,Su 1:00 PM - 8:00 PM",1291
201606,D,"S,Su 1:00 PM - 8:00 PM",240
201606,E,"S,Su 1:00 PM - 8:00 PM",412
201607,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",521
201607,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1045
201607,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1433
201607,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",490
201607,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",653
201607,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",336
201607,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",624
201607,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",1016
201607,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",313
201607,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",446
201607,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",182
201607,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",353
201607,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",502
201607,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",182
201607,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",256
201607,A,"M,T,W,R,F 6:00 AM - 10:00 AM",94
201607,B,"M,T,W,R,F 6:00 AM - 10:00 AM",140
201607,C,"M,T,W,R,F 6:00 AM - 10:00 AM",265
201607,D,"M,T,W,R,F 6:00 AM - 10:00 AM",122
201607,E,"M,T,W,R,F 6:00 AM - 10:00 AM",124
201607,A,"M,T,W,R,F 10:00 AM - 1:00 PM",137
201607,B,"M,T,W,R,F 10:00 AM - 1:00 PM",288
201607,C,"M,T,W,R,F 10:00 AM - 1:00 PM",547
201607,D,"M,T,W,R,F 10:00 AM - 1:00 PM",168
201607,E,"M,T,W,R,F 10:00 AM - 1:00 PM",193
201607,A,"M,T,W,R,F 1:00 PM - 4:00 PM",166
201607,B,"M,T,W,R,F 1:00 PM - 4:00 PM",401
201607,C,"M,T,W,R,F 1:00 PM - 4:00 PM",725
201607,D,"M,T,W,R,F 1:00 PM - 4:00 PM",140
201607,E,"M,T,W,R,F 1:00 PM - 4:00 PM",268
201607,A,"M,T,W,R,F 4:00 PM - 6:00 PM",180
201607,B,"M,T,W,R,F 4:00 PM - 6:00 PM",474
201607,C,"M,T,W,R,F 4:00 PM - 6:00 PM",804
201607,D,"M,T,W,R,F 4:00 PM - 6:00 PM",124
201607,E,"M,T,W,R,F 4:00 PM - 6:00 PM",295
201607,A,"M,T,W,R,F 6:00 PM - 8:00 PM",248
